key,angle_degrees,psnr,ssim,model_inference_ms
001013,0,30.346871622191095,0.9428549356966615,33.931699999811826
001022,0,25.409697637497292,0.721163885742385,35.96040000047651
001023,0,26.489798424289894,0.7800482697916329,34.808099997462705
001028,0,28.080895248973583,0.8772047038649619,37.9185999991023
001039,0,24.794123371878996,0.6600403547904081,35.18369999801507
001041,0,20.89868545375409,0.7969336818637754,37.47959999964223
001042,0,21.33317433562635,0.8148011025284091,32.772899998235516
001046,0,31.57920741834259,0.8512001360738277,30.506200000672834
001051,0,30.41675099353304,0.7573674454090595,34.074099999998
001056,0,23.122661193198187,0.6900988845672175,33.42310000152793
001058,0,22.128048036389437,0.6479937303189821,31.39030000238563
001065,0,32.73227899965963,0.7488808115584106,29.17900000102236
001081,0,37.1899890122291,0.9178495918216706,36.58089999953518
001089,0,28.81511855238534,0.8947953776635825,29.528399998525856
001092,0,24.63033913630557,0.8041701666729175,34.55290000056266
001099,0,26.449781274199403,0.8290274010667158,32.374099999287864
001114,0,31.697718361073836,0.8782063375693262,33.38619999703951
001117,0,27.686829967156775,0.6501711829597514,33.978100000240374
001123,0,25.36332062787736,0.8070405736338983,31.61569999792846
001127,0,27.94361053859424,0.8344829865634851,31.875899996521184
001137,0,27.755430728517105,0.8230313432358504,35.26179999971646
001146,0,25.163803253749577,0.7747723303088415,33.660700002656085
001158,0,27.365384431101592,0.5280411740413458,34.66930000286084
001161,0,32.240354913706426,0.8078676950163841,29.612899998028297
001173,0,30.29096950968399,0.8569665690429658,31.311099999584258
001181,0,24.998105677785404,0.6623060331428461,36.03880000082427
001182,0,25.236993230975404,0.667544194882676,35.518900000170106
001186,0,27.648502363553355,0.8350491441304385,34.32460000112769
001194,0,36.10753391041896,0.9466121931816339,30.42269999787095
001199,0,34.632170761196214,0.7874081295657158,35.03709999858984
001210,0,22.683301217891916,0.6888276085148759,35.06370000104653
001211,0,23.223090196073496,0.7043816672821753,30.041399997571716
001214,0,20.508964585799877,0.7472278138221181,33.31149999939953
001219,0,27.69867716456892,0.8007248086335264,36.71350000149687
001238,0,30.80044722181913,0.8856433672480285,33.09590000208118
001240,0,26.477243165197592,0.7259951796843479,37.72980000212556
001245,0,29.106198720965843,0.830335663790179,34.713599998212885
001252,0,26.18468930032046,0.7138723682070803,35.921099999541184
001253,0,28.557548044494098,0.755090158378886,36.518699998850934
001259,0,35.347946010635745,0.9533482523506631,34.531799999967916
001275,0,28.994609714028176,0.858417135983318,31.52369999952498
001278,0,26.006978507438628,0.7352455492142811,33.34829999948852
001279,0,25.888862407792082,0.7288892104143122,34.5846000018355
001281,0,22.24031430781825,0.507452962054494,35.50320000067586
001286,0,19.27274120027934,0.3528185848517886,32.36789999937173
001287,0,19.065297776319483,0.3461259039669358,32.94449999884819
001294,0,30.356804288338928,0.7790993760520518,34.20380000170553
001296,0,29.633450620315447,0.8153755195109621,30.15139999843086
001307,0,22.495371921930772,0.4719519553284561,41.85979999965639
001308,0,24.693185216122565,0.8790050480456352,29.62860000116052
001315,0,19.00575279365569,0.6411371770019717,32.34819999852334
001316,0,26.788780771875803,0.7337484014822598,34.28070000154548
001317,0,29.475070854950975,0.872382313511774,33.08780000224942
001324,0,33.09403183122906,0.7332450751450956,30.634099999588216
001349,0,35.831793377028866,0.9091939650650025,35.05619999850751
001351,0,34.16992842917706,0.8219550391345024,33.82480000072974
001353,0,31.050702269236282,0.7138911186904907,35.090600002149586
001356,0,22.90906268408541,0.6888832296967358,34.863600001699524
001362,0,23.153756568507404,0.32584190690558695,32.60199999931501
